kodim01.png,0.039889865,0.243041992,0.654663086,1.170532227
kodim02.png,0.030639648,0.20046658,0.56266276,1.047634549
kodim03.png,0.026258681,0.184461806,0.531385634,1.007866753
kodim04.png,0.029568142,0.201022678,0.570203993,1.054009332
kodim05.png,0.042765299,0.262478299,0.708048503,1.222262912
kodim06.png,0.034573025,0.222873264,0.607842339,1.107055664
kodim07.png,0.031846788,0.206583659,0.568712023,1.049560547
kodim08.png,0.040079753,0.256618924,0.679022895,1.210923937
kodim09.png,0.02734375,0.188462999,0.537055122,1.015340169
kodim10.png,0.028361003,0.196316189,0.548556858,1.025526259
kodim11.png,0.032294379,0.214274089,0.590142144,1.081149631
kodim12.png,0.027248806,0.192789714,0.542588976,1.021552192
kodim13.png,0.042209201,0.261027018,0.71077474,1.232001411
kodim14.png,0.038180881,0.239000109,0.647962782,1.156873915
kodim15.png,0.027832031,0.193101671,0.556070964,1.039577908
kodim16.png,0.02883572,0.197916667,0.551866319,1.03370497
kodim17.png,0.029500326,0.199191623,0.556247287,1.032958984
kodim18.png,0.037719727,0.234429253,0.640272352,1.141018338
kodim19.png,0.030897352,0.208102756,0.578898112,1.070258247
kodim20.png,0.02730306,0.187839084,0.539442274,1.020263672
kodim21.png,0.032253689,0.211615668,0.588582357,1.081095378
kodim22.png,0.033053928,0.218139648,0.602864583,1.096815321
kodim23.png,0.028143989,0.186414931,0.531114366,1.007378472
kodim24.png,0.034871419,0.229478624,0.63015408,1.134914822
